,date,close,pre_close,signal,pos,start_time,stock_num,cash,stock_value,net_value,equity_change,equity_curve,equity_curve_base
0,2016-09-12,1324.6,,0.0,0.0,,,,,,0.0,1.0,
1,2016-09-13,1323.65,1324.6,0.0,0.0,,,,,,0.0,1.0,0.9992828023554282
2,2016-09-14,1321.75,1323.65,0.0,0.0,,,,,,0.0,1.0,0.9978484070662843
3,2016-09-15,1310.8,1321.75,0.0,0.0,,,,,,0.0,1.0,0.9895817605314813
4,2016-09-16,1308.35,1310.8,0.0,0.0,,,,,,0.0,1.0,0.9877321455533747
5,2016-09-19,1314.85,1308.35,0.0,0.0,,,,,,0.0,1.0,0.9926392873320249
6,2016-09-20,1313.8,1314.85,0.0,0.0,,,,,,0.0,1.0,0.9918465951985507
7,2016-09-21,1326.1,1313.8,0.0,0.0,,,,,,0.0,1.0,1.0011324173335348
8,2016-09-22,1339.1,1326.1,1.0,0.0,,,,,,0.0,1.0,1.010946700890835
9,2016-09-23,1338.65,1339.1,1.0,1.0,2016-09-23,0.7466208647599135,3.999999989900971e-05,999.4640206108583,999.4640606108582,-0.0005359393891418707,0.9994640606108581,1.0106069756907747
10,2016-09-26,1340.5,1338.65,1.0,1.0,2016-09-23,,3.999999989900971e-05,1000.8452692106639,1000.8453092106638,0.0013819892622866092,1.0008453092106637,1.0120036237354673
11,2016-09-27,1327.0,1340.5,1.0,1.0,2016-09-23,,3.999999989900971e-05,990.7658875364052,990.7659275364051,-0.010070868676207323,0.990765927536405,1.0018118677336554
12,2016-09-28,1322.5,1327.0,1.0,1.0,2016-09-23,,3.999999989900971e-05,987.4060936449856,987.4061336449855,-0.00339110762496031,0.9874061336449854,0.9984146157330513
13,2016-09-29,1318.1,1322.5,1.0,1.0,2016-09-23,,3.999999989900971e-05,984.1209618400419,984.1210018400418,-0.0033270320013273347,0.9841210018400417,0.9950928582213496
14,2016-09-30,1322.5,1318.1,1.0,1.0,2016-09-23,,3.999999989900971e-05,987.4060936449856,987.4061336449855,0.0033381380935895155,0.9874061336449854,0.9984146157330513
15,2016-10-03,1313.3,1322.5,1.0,1.0,2016-09-23,,3.999999989900971e-05,980.5371816891943,980.5372216891942,-0.006956521457320619,0.9805372216891941,0.9914691227540389
16,2016-10-04,1283.3,1313.3,0.0,1.0,2016-09-23,0.7466208647599135,957.9469680352476,0.0,957.9469680352476,-0.02303864978733794,0.9579469680352474,0.9688207760833458
17,2016-10-05,1269.4,1283.3,0.0,0.0,,,,,,0.0,0.9579469680352474,0.9583270421259248
18,2016-10-06,1254.5,1269.4,0.0,0.0,,,,,,0.0,0.9579469680352474,0.9470783632794805
