Date,USD (PM)
9/12/16,1324.6048764485136
9/13/16,1323.6514028036756
9/14/16,1321.7506421387432
9/15/16,1310.8029403698004
9/16/16,1308.3534330255845
9/19/16,1314.8535534935488
9/20/16,1313.8041246634991
9/21/16,1326.1021271580842
9/22/16,1339.0973255021258
9/23/16,1338.6458677936182
9/26/16,1340.503767354637
9/27/16,1326.998600735332
9/28/16,1322.5011569880512
9/29/16,1318.100080408745
9/30/16,1322.5008223624945
10/3/16,1313.2957427660704
10/4/16,1283.3016023470893
10/5/16,1269.4014169110521
10/6/16,1254.49838058827
10/7/16,1258.7544010458269
10/10/16,1259.49961977083
10/11/16,1253.4549618628673
10/12/16,1256.5016744776265
10/13/16,1261.0455553292777
10/14/16,1251.7547616011925
10/17/16,1254.8012091622418
10/18/16,1258.2020751616346
10/19/16,1269.0456775212492
10/20/16,1271.6492087401023
10/21/16,1266.0460481721611
10/24/16,1265.5470454093304
10/25/16,1269.4036742060127
10/26/16,1270.5015256626916
10/27/16,1266.2456919305816
10/28/16,1273.0024925582015
10/31/16,1272.004290939713
11/1/16,1288.4467567366985
11/2/16,1303.7482050993963
11/3/16,1300.995277352787
11/4/16,1302.7964323489093
11/7/16,1283.0461478856614
11/8/16,1282.3517765980764
11/9/16,1281.4037383445432
11/10/16,1267.5041305383638
11/11/16,1236.4503693426511
11/14/16,1213.5999116253763
11/15/16,1226.9496850091891
11/16/16,1229.197617820708
11/17/16,1226.749088810083
11/18/16,1211.0010377444462
11/21/16,1214.2458001808502
11/22/16,1212.2475744283317
11/23/16,1185.3459789102994
11/24/16,1186.0987118640928
11/25/16,1187.6990873381342
11/28/16,1186.9996106440335
11/29/16,1186.5535901399157
11/30/16,1178.1039138945507
12/1/16,1161.8547867317602
12/2/16,1173.4979776703522
12/5/16,1162.2007146580556
12/6/16,1172.5006936553923
12/7/16,1177.6498915403095
12/8/16,1171.047016659851
12/9/16,1163.5991844231667
12/12/16,1156.1009355199508
12/13/16,1158.5528954011409
12/14/16,1162.2504571145303
12/15/16,1126.952047391449
12/16/16,1131.6003926077324
12/19/16,1136.2511854292813
12/20/16,1125.699380645179
12/21/16,1133.6454856638063
12/22/16,1131.3541540318618
12/23/16,
12/28/16,1134.601241024153
12/29/16,1145.8981513417054
12/30/16,
1/3/17,1151.0001480779777
1/4/17,1164.2521351633768
1/5/17,1176.6992704939755
1/6/17,1175.8457844175339
1/9/17,1178.5024952866195
1/10/17,1189.4973879476079
1/11/17,1178.5473743656567
1/12/17,1205.0549342199486
1/13/17,1190.3542892062596
1/16/17,1202.9992769816029
1/17/17,1216.0458143783292
1/18/17,1214.745986899572
1/19/17,1196.045633040448
1/20/17,1200.5470078873102
1/23/17,1212.8477009019591
1/24/17,1216.797250740052
1/25/17,1194.9964001696746
1/26/17,1189.7043982702996
1/27/17,1184.8494408925128
1/30/17,1192.7989280002146
1/31/17,1212.7992453080353
2/1/17,1203.6508363764522
2/2/17,1221.9475943065124
2/3/17,1215.200078640177
2/6/17,1226.7514548341574
2/7/17,1230.9987423144573
2/8/17,1242.0979166673956
2/9/17,1236.8044158202665
2/10/17,1228.2972881203432
2/13/17,1222.2543907391862
2/14/17,1230.7543822832388
2/15/17,1224.4036010479667
2/16/17,1240.5509182304286
2/17/17,1241.9512963026743
2/20/17,1237.3006065266554
2/21/17,1233.1989343523994
2/22/17,1236.6495027913884
2/23/17,1247.899614053742
2/24/17,1253.6494909181224
2/27/17,1257.1962114436783
2/28/17,1255.5962206197535
3/1/17,1240.3995094815086
3/2/17,1238.0985584832822
3/3/17,1226.4981712666067
3/6/17,1230.9472365864578
3/7/17,1216.6480580579203
3/8/17,1209.1950870517078
3/9/17,1206.553537719051
3/10/17,1202.6516509373128
3/13/17,1204.2035913410102
3/14/17,1204.5996624985846
3/15/17,1198.8033731477883
3/16/17,1229.3517633572535
3/17/17,1229.5986847137158
3/20/17,1232.4002446763523
3/21/17,1241.6024676869808
3/22/17,1249.0498730699783
3/23/17,1247.4981480189422
3/24/17,1247.4958895491566
3/27/17,1257.550531416026
3/28/17,1257.2529332108375
3/29/17,1251.0970758455153
3/30/17,1248.8020457682426
3/31/17,1244.8508184987054
4/3/17,1247.246031546327
4/4/17,1257.6505069790167
4/5/17,1245.803059368426
4/6/17,1252.499029864008
4/7/17,1266.4507950825684
4/10/17,1250.0532616408746
4/11/17,1252.902661805263
4/12/17,1274.2954708705388
4/13/17,1284.1466711428136
4/18/17,1278.945409312904
4/19/17,1279.04645320885
4/20/17,1282.0981509471535
4/21/17,1281.8488374792767
4/24/17,1269.4008402166373
4/25/17,1267.8018847828273
4/26/17,1261.84550329148
4/27/17,1262.8043044720814
4/28/17,1266.451335230271
5/2/17,1255.4521452507993
5/3/17,1250.2950056408731
5/4/17,1228.4478788654635
5/5/17,1228.0487657108663
5/8/17,1229.7985453261726
5/9/17,1220.3998428077264
5/10/17,1222.9456803756107
5/11/17,1223.1496705580264
5/12/17,1231.2536640240605
5/15/17,1233.2951564226164
5/16/17,1234.19903122479
5/17/17,1257.4021936803144
5/18/17,1255.8983341693356
5/19/17,1251.998111753981
5/22/17,1258.8517009780346
5/23/17,1260.2018151160312
5/24/17,1252.5483271984704
5/25/17,1256.945197638117
5/26/17,1265.0482325942714
5/30/17,1262.697444607083
5/31/17,1266.198584426204
6/1/17,1264.8512480913014
6/2/17,1274.9457513440527
6/5/17,1279.9529960247826
6/6/17,1293.495176813
6/7/17,1290.9997450121593
6/8/17,1273.0952601300917
6/9/17,1266.545639249875
6/12/17,1266.396186749859
6/13/17,1261.9990018018589
6/14/17,1275.4952230547897
6/15/17,1254.5450158368135
6/16/17,1255.398783371759
6/19/17,1248.1483709842232
6/20/17,1242.1970281852957
6/21/17,1242.4988908640753
6/22/17,1250.8011795718023
6/23/17,1255.6966181817497
6/26/17,1245.2532284365154
6/27/17,1249.548526577837
6/28/17,1248.0049348603125
6/29/17,1243.4969708991412
6/30/17,1242.2539378365564
7/3/17,1229.2502948606982
7/4/17,1223.7468469013916
7/5/17,1220.3038909576856
7/6/17,1224.9033062997153
7/7/17,1215.652906408643
7/10/17,1211.9008047336715
7/11/17,1211.0544386621168
7/12/17,1218.7993878214081
7/13/17,1218.9008811331632
7/14/17,1230.297373506308
7/17/17,1234.097312327609
7/18/17,1240.7540520438893
7/19/17,1242.1503230130127
7/20/17,1238.7037835890487
7/21/17,1248.5527690906642
7/24/17,1255.547678241153
7/25/17,1254.3961618931778
7/26/17,1248.1033539637433
7/27/17,1261.0973681533985
7/28/17,1264.8993298842847
7/31/17,1267.5543879164663
8/1/17,1270.9506191753173
8/2/17,1269.603581303756
8/3/17,1268.0963740330546
8/4/17,1257.6981101447288
8/7/17,1258.0040241079746
8/8/17,1261.797763700459
8/9/17,1271.052077544232
8/10/17,1284.3980640037948
8/11/17,1286.102516499745
8/14/17,1282.30498664207
8/15/17,1270.3013127228357
8/16/17,1272.7537206875638
8/17/17,1285.1506347951802
8/18/17,1295.7950589950028
8/21/17,1292.9015322672915
8/22/17,1284.1992598733036
8/23/17,1286.6482037786323
8/24/17,1289.0000431383232
8/25/17,1285.304634046307
8/29/17,1318.6465328114857
8/30/17,1308.499837441001
8/31/17,1311.751609729052
9/1/17,1320.3958466897213
9/4/17,1333.1036073685127
9/5/17,1335.5510768962895
9/6/17,1337.8547778206716
9/7/17,1343.500375754877
9/8/17,1346.2478167674028
9/11/17,1334.195737176508
9/12/17,1326.495725268861
9/13/17,1327.5484513303895
9/14/17,1324.553229637161
9/15/17,1322.8484863938452
9/18/17,1312.097096256205
9/19/17,1309.6047642913
9/20/17,1311.2989690218187
9/21/17,1292.0979610340698
9/22/17,1294.7969391459196
9/25/17,1293.3030210655438
9/26/17,1300.051517558174
9/27/17,1282.5467646284121
9/28/17,1283.3480520752203
9/29/17,1283.0950196833583
10/2/17,1273.6950383217072
10/3/17,1271.254951838777
10/4/17,1274.2510498341228
10/5/17,1274.499318061777
10/6/17,1261.7996613392363
10/9/17,1278.7450139608109
10/10/17,1291.4032702759214
10/11/17,1289.245168755922
10/12/17,1290.247688900325
10/13/17,1299.601130708423
10/16/17,1303.2979908244556
10/17/17,1284.7487268686361
10/18/17,1280.2021625591772
10/19/17,1286.3963292195683
10/20/17,1281.2035940040132
10/23/17,1274.9010650194714
10/24/17,1276.4455876197449
10/25/17,1275.000732085995
10/26/17,1273.7516313589313
10/27/17,1266.4451753492674
10/30/17,1272.00342910339
10/31/17,1270.1457872461717
11/1/17,1277.0504822989467
11/2/17,1279.2021048444658
11/3/17,1267.1979277653668
11/6/17,1270.901305641289
11/7/17,1275.603915965228
11/8/17,1283.9975349620563
11/9/17,1284.8013085611983
11/10/17,1284.300035272817
11/13/17,1277.9527037739028
11/14/17,1274.596491093487
11/15/17,1282.2049283055371
11/16/17,1280.0043153549555
11/17/17,1284.3475477102345
11/20/17,1286.1987532098333
11/21/17,1283.2996570568616
11/22/17,1286.9502039459937
11/23/17,1290.3454112217958
11/24/17,1290.4957765634485
11/27/17,1294.8986578542929
11/28/17,1291.8519829722418
11/29/17,1283.8505911833724
11/30/17,1280.1990581035411
12/1/17,1275.5042016511773
12/4/17,1273.4495089962554
12/5/17,1266.3026110862597
12/6/17,1263.7034789854924
12/7/17,1254.9993877560137
12/8/17,1250.6541850994377
12/11/17,1247.1518124073027
12/12/17,1240.90269643226
12/13/17,1242.6539459276905
12/14/17,1250.9968928832968
12/15/17,1254.597357580131
12/18/17,1260.6016327335894
12/19/17,1260.345226054256
12/20/17,1264.551923306637
12/21/17,1264.5496968517912
12/22/17,
12/27/17,1279.3960734763211
12/28/17,1291.0042475657028
12/29/17,
1/2/18,1312.0466703910429
1/3/18,1314.9037684879333
1/4/18,1314.5023808750539
1/5/18,1317.1482811151136
1/8/18,1319.9515408139998
1/9/18,1311.0039801362936
1/10/18,1319.7546350996383
1/11/18,1323.0454643598657
1/12/18,1326.8026187455064
1/15/18,1339.2488968632786
1/16/18,1333.848133175186
1/17/18,1335.6492435284504
1/18/18,1332.1975678159768
1/19/18,1334.9546023209487
1/22/18,1332.5981998114198
1/23/18,1333.3955331610657
1/24/18,1353.7008949977844
1/25/18,1354.9475276045619
1/26/18,1353.1545383924688
1/29/18,1343.8535449896856
1/30/18,1344.9008108184291
1/31/18,1345.046985152558
2/1/18,1341.3491036769142
2/2/18,1331.1532325895478
2/5/18,1333.6037049427096
2/6/18,1331.401669646909
2/7/18,1324.646451654339
2/8/18,1315.4457796975285
2/9/18,1314.0978754491439
2/12/18,1322.3035807037672
2/13/18,1325.3535520403436
2/14/18,1336.2477884731852
2/15/18,1352.4473538841792
2/16/18,1352.0962103209772
2/19/18,1346.5972268172538
2/20/18,1339.8524916293322
2/21/18,1330.5027944470255
2/22/18,1328.3526036860655
2/23/18,1327.9465469740041
2/26/18,1333.5020592410822
2/27/18,1325.7488945684993
2/28/18,1317.8469412147087
3/1/18,1307.7506337640336
3/2/18,1322.3018779730864
3/5/18,1320.4030957513676
3/6/18,1331.4032178503242
3/7/18,1329.3972067293519
3/8/18,1321.0024385288357
3/9/18,1320.6014426023685
3/12/18,1319.1465344488781
3/13/18,1322.7457086659967
3/14/18,1323.5490853403949
3/15/18,1318.754290160335
3/16/18,1310.1019030132816
3/19/18,1312.397470641567
3/20/18,1310.9975617649438
3/21/18,1321.3509444736735
3/22/18,1329.1512290386347
3/23/18,1346.5988685567725
3/26/18,1352.4025883076033
3/27/18,1341.4467030346093
3/28/18,1332.4486524605145
3/29/18,1323.8531063280948
4/3/18,1333.4476662419736
4/4/18,1337.3022111910927
4/5/18,1327.697403130907
4/6/18,1331.1977555331837
4/9/18,1331.946411081824
4/10/18,1338.953417267516
4/11/18,1350.7517337280585
4/12/18,1341.350588362257
4/13/18,1343.701172624664
4/16/18,1349.3470173726705
4/17/18,1342.101322610369
4/18/18,1351.453954948315
4/19/18,1348.5998353396526
4/20/18,1336.7498946525252
4/23/18,1324.2998382763494
4/24/18,1328.852759402916
4/25/18,1321.6452510990991
4/26/18,1320.699548563859
4/27/18,1321.5021863997902
4/30/18,1313.199944232143
5/1/18,1307.0988520420105
5/2/18,1304.1966505076891
5/3/18,1315.048067037557
5/4/18,1309.4047576920802
5/8/18,1306.5965073864727
5/9/18,1313.845742773578
5/10/18,1318.79517594146
5/11/18,1324.3501411437312
5/14/18,1319.8462787999397
5/15/18,1295.0003605929603
5/16/18,1291.2534851635135
5/17/18,1289.5013799836545
5/18/18,1288.3010623702544
5/21/18,1288.3523508073654
5/22/18,1293.0514203884038
5/23/18,1289.0041124656684
5/24/18,1304.8452654750997
5/25/18,1303.4953852844565
5/29/18,1295.4966364619734
5/30/18,1300.6993484507211
5/31/18,1305.348281958207
6/1/18,1294.5961664753554
6/4/18,1295.4548986385735
6/5/18,1292.0517674267578
6/6/18,1300.0961430871694
6/7/18,1297.2538987636553
6/8/18,1298.2541460604496
6/11/18,1299.5968485362775
6/12/18,1298.650552179288
6/13/18,1296.1452538822687
6/14/18,1302.7477952477914
6/15/18,1285.2505357196912
6/18/18,1281.5478556695098
6/19/18,1276.154702951797
6/20/18,1274.1984287842552
6/21/18,1266.1543182158896
6/22/18,1269.152844721426
6/25/18,1268.6963322463544
6/26/18,1260.298934973473
6/27/18,1254.6023826731475
6/28/18,1251.5529377371338
6/29/18,1250.4547014482516
7/2/18,1247.8008726305786
7/3/18,1251.7472606472527
7/4/18,1255.65009224107
7/5/18,1255.5018575779457
7/6/18,1255.3455043365507
7/9/18,1262.0481256594112
7/10/18,1253.9952708551768
7/11/18,1251.402839095097
7/12/18,1245.8954189930673
7/13/18,1241.7034856874395
7/16/18,1241.103453449747
7/17/18,1232.7972475109832
7/18/18,1224.4973399649984
7/19/18,1217.5471645668708
7/20/18,1228.7519142805263
7/23/18,1224.9548642770187
7/24/18,1228.3504453375049
7/25/18,1231.4961331226834
7/26/18,1228.251402384195
7/27/18,1223.9540365450844
7/30/18,1223.8044319772475
7/31/18,1220.9453360783127
8/1/18,1219.0001932886573
8/2/18,1215.4531000108877
8/3/18,1216.2995452005912
8/6/18,1209.6510112072738
8/7/18,1212.3463666770779
8/8/18,1209.5505928436774
8/9/18,1214.3545568215497
8/10/18,1214.3950209002303
8/13/18,1200.34691714525
8/14/18,1196.996237455023
8/15/18,1181.9987546497234
8/16/18,1180.3969157985753
8/17/18,1178.3970175073769
8/20/18,1184.3526849881735
8/21/18,1190.9525721569491
8/22/18,1196.6498628244854
8/23/18,1192.3525686501193
8/24/18,1197.7013998727155
8/28/18,1212.2514615366774
8/29/18,1204.1968089964485
8/30/18,1197.3016970662288
8/31/18,1202.448801864407
9/3/18,1200.0520977240938
9/4/18,1190.8520338041371
9/5/18,1196.6984393020743
9/6/18,1205.1488103730799
9/7/18,1198.8987586492428
9/10/18,1196.601090219794
9/11/18,1189.8541534070341
9/12/18,1195.598831496104
9/13/18,1209.8024074017762
9/14/18,1201.9525520979298
9/17/18,1201.9048224561825
9/18/18,1200.203404337261
9/19/18,1203.3006990795475
9/20/18,1208.3536846193467
9/21/18,1198.7007759424416
9/24/18,1202.7542848262603
9/25/18,1201.9039185179156
9/26/18,1194.2514151009598
9/27/18,1185.4005236890148
9/28/18,1187.2517678732388
10/1/18,1189.3473142615214
10/2/18,1204.7048383182016
10/3/18,1201.1984196191784
10/4/18,1203.4478594399513
10/5/18,1203.7971714847067
10/8/18,1186.947995555383
10/9/18,1185.5488214420952
10/10/18,1188.596326566628
10/11/18,1205.5538560132256
10/12/18,1219.752468659013
10/15/18,1229.950296698736
10/16/18,1230.7046043404334
10/17/18,1229.0531920141032
10/18/18,1222.9977516834724
10/19/18,1227.8481916753776
10/22/18,1222.2966554529964
10/23/18,1235.9519400047425
10/24/18,1230.5524686808526
10/25/18,1230.797036901574
10/26/18,1233.8505760343864
10/29/18,1230.7984866181928
10/30/18,1225.3950094638
10/31/18,1214.9546396552705
11/1/18,1231.1473207233707
11/2/18,1232.0972709774287
11/5/18,1232.2526446358106
11/6/18,1231.6029212760732
11/7/18,1229.9548640760202
11/8/18,1224.1525293990487
11/9/18,1211.404736412872
11/12/18,1205.5530782046394
11/13/18,1202.0977465605492
11/14/18,1203.2537003275606
11/15/18,1211.8494975111334
11/16/18,1222.3980559126196
11/19/18,1221.5966182929315
11/20/18,1222.9979069851108
11/21/18,1226.1035736731699
11/22/18,1227.0480855284309
11/23/18,1223.6450454138019
11/26/18,1223.3988759855204
11/27/18,1221.2031916089468
11/28/18,1213.2495704325709
11/29/18,1226.2492810594351
11/30/18,1217.5475031608826
12/3/18,1230.301678358658
12/4/18,1240.302068457731
12/5/18,1235.9002914130856
12/6/18,1242.546389444981
12/7/18,1243.299508152386
12/10/18,1245.3546118992251
12/11/18,1245.3006436245364
12/12/18,1245.749802759182
12/13/18,1242.7521504129563
12/14/18,1235.353082802115
12/17/18,1241.6490977735361
12/18/18,1246.298614707151
12/19/18,1254.9963777341204
12/20/18,1259.7501630172505
12/21/18,1258.1540874991426
12/24/18,
12/27/18,1267.9954788051425
12/28/18,1278.9988970239249
12/31/18,
1/2/19,1282.8977404194573
1/3/19,1290.4505048444032
1/4/19,1279.8974299745794
1/7/19,1292.1969244706156
1/8/19,1286.4497251572523
1/9/19,1288.6006917405527
1/10/19,1291.9003681198583
1/11/19,1288.9495185621784
1/14/19,1292.7506635490727
1/15/19,1294.3992318416495
1/16/19,1292.2997921123513
1/17/19,1290.7005842173608
1/18/19,1284.20428489701
1/21/19,1279.5487448269234
1/22/19,1282.097070995623
1/23/19,1279.7998420738634
1/24/19,1283.704990394402
1/25/19,1293.9004574180651
1/28/19,1302.147506446473
1/29/19,1307.552630459439
1/30/19,1310.70327522211
1/31/19,1323.2544577913245
2/1/19,1318.6963998198391
2/4/19,1312.1493660138283
2/5/19,1314.2037102049692
2/6/19,1312.4038139722861
2/7/19,1309.9952173490553
2/8/19,1314.8518548656891
2/11/19,1306.3977627259512
2/12/19,1309.9954434685242
2/13/19,1312.7997615125255
2/14/19,1311.447820713978
2/15/19,1316.54598688818
2/18/19,1325.5020069353725
2/19/19,1334.1516618332696
2/20/19,1343.7465949384134
2/21/19,1331.2461220780897
2/22/19,1329.0503173052527
2/25/19,1331.0542618711795
2/26/19,1325.0518179879755
2/27/19,1322.8544585317936
2/28/19,1319.15139170376
3/1/19,1311.949533321441
3/4/19,1285.3992784540649
3/5/19,1283.8002579666957
3/6/19,1285.8520825144005
3/7/19,1285.2971592887834
3/8/19,1296.750305395551
3/11/19,1292.753213733703
3/12/19,1297.0497578844236
3/13/19,1306.9482996456163
3/14/19,1295.5500199858648
3/15/19,1303.4970587429157
3/18/19,1305.5992952028093
3/19/19,1307.701278443718
3/20/19,1303.696352543735
3/21/19,1309.6046457135096
3/22/19,1311.3043016344984
3/25/19,1319.5537031800573
3/26/19,1316.3020419599063
3/27/19,1309.699325304917
3/28/19,1295.1476474173744
3/29/19,1295.403589056256
4/1/19,1293.4997691939648
4/2/19,1290.3046550530646
4/3/19,1290.4527750626582
4/4/19,1283.1528912630247
4/5/19,1288.4479203017654
4/8/19,1300.0047567712547
4/9/19,1303.0013254073717
4/10/19,1305.4500444545001
4/11/19,1298.803621474941
4/12/19,1294.295412368229
4/15/19,1285.6510209539838
4/16/19,1276.354732994594
4/17/19,1275.8451703995497
4/18/19,1275.703448695602
4/23/19,1269.4969229841329
4/24/19,1271.65212290793
4/25/19,1280.7994452436426
4/26/19,1284.1975411200904
4/29/19,1279.5026058743986
4/30/19,1282.3042482161002
5/1/19,1283.7960508628607
5/2/19,1270.9499040534952
5/3/19,1278.5545311311732
5/7/19,1281.1992422946735
5/8/19,1285.1958008161869
5/9/19,1286.1044954488204
5/10/19,1287.10436509783
5/13/19,1295.5965618974571
5/14/19,1298.400819137646
5/15/19,1299.0976155622932
5/16/19,1291.6976605901475
5/17/19,1280.796211168353
5/20/19,1276.846794457687
5/21/19,1271.1530790296995
5/22/19,1273.800108976269
5/23/19,1283.6474178600552
5/24/19,1282.49586473995
5/28/19,1278.295411134359
5/29/19,1281.6540896853023
5/30/19,1280.9473016910863
5/31/19,1295.5506107766573
6/3/19,1317.1005227628743
6/4/19,1324.2488329718428
6/5/19,1335.0504291131058
6/6/19,1335.5010138356533
6/7/19,1340.646770065491
6/10/19,1328.5984779370824
6/11/19,1324.2950985846871
6/12/19,1332.346161411507
6/13/19,1335.9027785041985
6/14/19,1351.2466830436258
6/17/19,1341.296016108313
6/18/19,1341.3531582669434
6/19/19,1344.0548733868352
6/20/19,1379.5009137984805
6/21/19,1397.1515378981699
6/24/19,1405.695453299285
6/25/19,1431.3970051522285
6/26/19,1403.9477779137546
6/27/19,1402.4991456976197
6/28/19,1409.0024733069324
7/1/19,1390.1029460930122
7/2/19,1391.0505340841678
7/3/19,1413.5046295901627
7/4/19,1414.899850102416
7/5/19,1388.6487408038645
7/8/19,1400.1047257980529
7/9/19,1391.5469947190231
7/10/19,1408.2980242373403
7/11/19,1413.7462425283245
7/12/19,1407.5994414313006
7/15/19,1412.40171865728
7/16/19,1409.8496366223021
7/17/19,1410.3496080839473
7/18/19,1417.4498701096336
7/19/19,1439.7039631766968
7/22/19,1427.7512125706644
7/23/19,1425.5518079266233
7/24/19,1426.952088051166
7/25/19,1416.1040442952444
7/26/19,1420.396515412486
7/29/19,1419.0492036108449
7/30/19,1425.8975196125584
7/31/19,1427.5460505653375
8/1/19,1406.7999633456977
8/2/19,1441.745956309185
8/5/19,1465.2459588530767
8/6/19,1465.249606096275
8/7/19,1506.0451550536097
8/8/19,1495.7541825243577
8/9/19,1497.7036293246592
8/12/19,1504.7012220120498
8/13/19,1498.39535932545
8/14/19,1513.2483006300706
8/15/19,1515.6470936879637
8/16/19,1515.246395985967
8/19/19,1496.6015394575913
8/20/19,1504.5497251549577
8/21/19,1503.253914872456
8/22/19,1502.0532783184383
8/23/19,1503.799452636904
8/27/19,1532.9454664306295
8/28/19,1537.152558452469
8/29/19,1540.196700903442
8/30/19,1528.399683956929
9/2/19,1525.9457544107202
9/3/19,1537.854295399947
9/4/19,1546.1034246412355
9/5/19,1529.101060061978
9/6/19,1523.7002573596826
9/9/19,1509.19812204194
9/10/19,1498.2458790348123
9/11/19,1490.6491925334485
9/12/19,1515.1993372389786
9/13/19,1503.0960937472928
9/16/19,1497.1966807458896
9/17/19,1502.104569850599
9/18/19,1503.4998251872762
9/19/19,1500.6990696423713
9/20/19,1501.8959422997893
9/23/19,1522.104871542238
9/24/19,1520.6511283852585
9/25/19,1528.7539006583745
9/26/19,1506.4009213779261
9/27/19,1489.8977084461055
9/30/19,1485.299641079463
10/1/19,1473.4489247233787
10/2/19,1492.6041653307427
10/3/19,1517.0986336609365
10/4/19,1499.1460637077819
10/7/19,1501.2515866588997
10/8/19,1505.8540484851574
10/9/19,1507.2522345973318
10/10/19,1494.7955110428195
10/11/19,1479.1483828017144
10/14/19,1490.5969313103903
10/15/19,1487.8034014446275
10/16/19,1485.1023900494486
10/17/19,1492.6482486862155
10/18/19,1489.9961978441072
10/21/19,1491.6475187776653
10/22/19,1485.3514508257538
10/23/19,1494.453107559719
10/24/19,1496.5501312550655
10/25/19,1513.4537941419117
10/28/19,1492.4041566527571
10/29/19,1486.746266386867
10/30/19,1492.1043262040723
10/31/19,1510.9502457389083
11/1/19,1508.8048579564017
11/4/19,1509.4543922808334
11/5/19,1488.9525005625676
11/6/19,1486.0466684452651
11/7/19,1484.2508020344817
11/8/19,1464.1496389828155
11/11/19,1458.7048074934883
11/12/19,1452.0517914954653
11/13/19,1462.9002180615635
11/14/19,1466.6540980361992
11/15/19,1466.8996031830143
11/18/19,1467.6499354634682
11/19/19,1468.4524777992606
11/20/19,1471.704530963319
11/21/19,1467.0461208326617
11/22/19,1464.4496929956163
11/25/19,1458.4023665868006
11/26/19,1454.6469844056098
11/27/19,1454.347282222037
11/28/19,1454.6548846594212
11/29/19,1460.1486202160636
12/2/19,1461.1470058912112
12/3/19,1477.3012689002517
12/4/19,1475.1004145247723
12/5/19,1475.9465447458317
12/6/19,1459.6545110171014
12/9/19,1461.6983063863029
12/10/19,1464.9483126841133
12/11/19,1466.7977532684881
12/12/19,1467.7974885018295
12/13/19,1466.5994117827272
12/16/19,1477.9024939938497
12/17/19,1475.796704271562
12/18/19,1474.0506657354294
12/19/19,1476.7008139940215
12/20/19,1478.99933573988
12/23/19,1482.099804219616
12/24/19,
12/27/19,1511.4980811524786
12/30/19,1514.7458546648581
12/31/19,
1/2/20,1527.1031936381157
1/3/20,1548.746360902461
1/6/20,1573.102727216659
1/7/20,1567.851211561927
1/8/20,1571.9468193759544
1/9/20,1550.7535474794659
1/10/20,1553.6007882976473
1/13/20,1549.9023790992374
1/14/20,1545.09524353617
1/15/20,1549.0037112352545
1/16/20,1554.5541135352119
1/17/20,1557.5992284964484
1/20/20,1560.1505218478471
1/21/20,1551.2971266255508
1/22/20,1556.897542625559
1/23/20,1562.8952863512388
1/24/20,1564.3024452759644
1/27/20,1580.099586698425
1/28/20,1574.003562438727
1/29/20,1573.4477148507858
1/30/20,1578.2504905536257
1/31/20,1584.200556380524
2/3/20,1574.7539056327919
2/4/20,1558.3474027853802
2/5/20,1553.3008885983534
2/6/20,1563.3032067550062
2/7/20,1572.6452745871281
2/10/20,1573.2007683084023
2/11/20,1570.5029550690142
2/12/20,1563.7032251912908
2/13/20,1575.0463229062118
2/14/20,1581.401311196138
2/17/20,1580.802466881663
2/18/20,1589.8544545245363
2/19/20,1604.2030938372866
2/20/20,1619.0042347847093
2/21/20,1643.3045990396256
2/24/20,1671.6485412410295
2/25/20,1650.3019939577239
2/26/20,1634.9031192445987
2/27/20,1651.9958503782073
2/28/20,1609.8458724442776
3/2/20,1599.6534971591702
3/3/20,1615.5007901299302
3/4/20,1641.8474105802588
3/5/20,1659.5996757148523
3/6/20,1683.6494589132171
3/9/20,1672.5010846276102
3/10/20,1655.7042196630925
3/11/20,1653.7517299824697
3/12/20,1570.6990806873941
3/13/20,1562.7990776084393
3/16/20,1487.7003393932964
3/17/20,1536.1974478916582
3/18/20,1498.1971519247043
3/19/20,1474.2475049507202
3/20/20,1494.39746287132
3/23/20,1525.3993982971488
3/24/20,1605.7505363882585
3/25/20,1605.453380857264
3/26/20,1634.8008261088241
3/27/20,1617.3004036964594
3/30/20,1618.3017458983857
3/31/20,1608.9528741717093
4/1/20,1576.5548663560162
4/2/20,1616.8046938846717
4/3/20,1613.1023075065598
4/6/20,1648.2953296937023
4/7/20,1649.2478257698206
4/8/20,1647.8015804041129
4/9/20,1680.6533802120393
4/14/20,1741.9013895350613
4/15/20,1718.653061536836
4/16/20,1729.5029883201419
4/17/20,1692.5496338825665
4/20/20,1686.2001763759235
4/21/20,1682.0499369719184
4/22/20,1710.5474101335762
4/23/20,1736.2519223774054
4/24/20,1715.9042143609163
4/27/20,1714.9457871315637
4/28/20,1691.5528240911592
4/29/20,1703.345068262009
4/30/20,1702.7508613296648
5/1/20,1686.247357897252
5/4/20,1709.0997733417046
5/5/20,1699.5478248548998
5/6/20,1691.4983043274415
5/7/20,1704.0508859406423
5/11/20,1702.7510890655803
5/12/20,1702.3956952168128
5/13/20,1708.401031038181
5/14/20,1731.6036821309792
5/15/20,1735.3491110764292
