Date,Value
9/11/16,621.6492033152757
9/12/16,609.6708158569928
9/13/16,610.9191600980047
9/14/16,608.8209948352903
9/15/16,610.3807439040256
9/16/16,609.1096199166191
9/17/16,607.0394640895838
9/18/16,611.5797499184507
9/19/16,610.1900016145414
9/20/16,608.6591561083179
9/21/16,598.8790984044879
9/22/16,597.4195139480275
9/23/16,594.0793271451491
9/24/16,603.8808140156273
9/25/16,601.7392777088788
9/26/16,598.9792818074376
9/27/16,605.9604596543901
9/28/16,605.67051316476
9/29/16,603.8502354599492
9/30/16,609.3890541825078
10/1/16,614.8204125438837
10/2/16,612.9793752681011
10/3/16,611.8501445310317
10/4/16,609.6206439979824
10/5/16,607.1794586925921
10/6/16,612.0807103562048
10/7/16,617.210926993516
10/8/16,614.7400255455337
10/9/16,615.6506895750653
10/10/16,617.5396360699798
10/11/16,614.7703941654851
10/12/16,635.010357440279
10/13/16,635.9596385641557
10/14/16,634.0196241051374
10/15/16,637.9397927886525
10/16/16,641.4209451931313
10/17/16,638.9696019654532
10/18/16,636.2902460305743
10/19/16,629.2495402736766
10/20/16,627.7190920014042
10/21/16,631.92084069014
10/22/16,655.4798344875418
10/23/16,653.2493509256306
10/24/16,651.390112683273
10/25/16,655.3099772750982
10/26/16,651.4500201501334
10/27/16,682.2196250302752
10/28/16,687.6806787018489
10/29/16,685.9092377348373
10/30/16,697.9996840705493
10/31/16,702.0008426733664
11/1/16,697.0099968695633
11/2/16,733.3299629644451
11/3/16,686.1695162616821
11/4/16,683.6898093633229
11/5/16,704.7890065293562
11/6/16,711.999808953512
11/7/16,709.9601454165693
11/8/16,708.9692459107741
11/9/16,720.9301873283746
11/10/16,721.5005495633703
11/11/16,715.4491903249909
11/12/16,703.7098461445742
11/13/16,702.2803713527765
11/14/16,706.4594125641582
11/15/16,710.9096711181261
11/16/16,711.7294266991165
11/17/16,736.9592241453696
11/18/16,747.5201929664514
11/19/16,748.9806290853842
11/20/16,729.0596537820867
11/21/16,738.5293289929813
11/22/16,736.9698943590624
11/23/16,741.6294247555169
11/24/16,737.4504659484973
11/25/16,735.6392110477082
11/26/16,733.6708228565714
11/27/16,727.96015451309
11/28/16,727.3091407475002
11/29/16,732.7092420240024
11/30/16,742.6906878581422
12/1/16,742.049939579278
12/2/16,772.4306364210292
12/3/16,764.3297940432371
12/4/16,762.970632670236
12/5/16,754.6291270665305
12/6/16,756.6190192612428
12/7/16,758.9893325550354
12/8/16,769.72043837054
12/9/16,770.0192267348165
12/10/16,769.07947687332
12/11/16,777.0000091265014
12/12/16,777.0000452554505
12/13/16,777.9905298698579
12/14/16,774.889488118223
12/15/16,776.749743165272
12/16/16,775.8793818186917
12/17/16,788.6994705876249
12/18/16,788.4005062517626
12/19/16,788.669334601646
12/20/16,793.0901291121652
12/21/16,824.210078892735
12/22/16,834.9702283629262
12/23/16,901.3094648514475
12/24/16,891.6097048550206
12/25/16,892.5998459275174
12/26/16,897.3295572833068
12/27/16,930.3690544247332
12/28/16,930.3399146931725
12/29/16,963.3797229572283
12/30/16,952.1507276798773
12/31/16,958.120664748185
1/1/17,997.7208365420944
1/2/17,1015.9698139544519
1/3/17,1013.4209473767914
1/4/17,1126.7604157998323
1/5/17,994.66987877591
1/6/17,999.6503439597046
1/7/17,896.8303749819805
1/8/17,908.140664084446
1/9/17,910.4894113116596
1/10/17,906.0505493257461
1/11/17,785.219798018006
1/12/17,780.9199172744296
1/13/17,826.2899442884742
1/14/17,817.9100210407781
1/15/17,819.5496152715573
1/16/17,830.500249062252
1/17/17,903.840256803289
1/18/17,906.5993424040117
1/19/17,895.7997732818527
1/20/17,893.6212139465252
1/21/17,895.6409857362321
1/22/17,918.6045599580142
1/23/17,922.073105372509
1/24/17,919.9697669484381
1/25/17,893.0454435909431
1/26/17,915.9554924346673
1/27/17,915.0497578319938
1/28/17,920.3119171443243
1/29/17,915.9333960557663
1/30/17,912.1908509084485
1/31/17,964.7061429433761
2/1/17,979.704015357465
2/2/17,983.4196176848167
2/3/17,1013.0264596457835
2/4/17,1031.0002479756226
2/5/17,1034.0698918191338
2/6/17,1024.0140692215132
2/7/17,1050.1092110838931
2/8/17,1052.8404108903267
2/9/17,976.103048893025
2/10/17,999.1030054472704
2/11/17,997.589038008638
2/12/17,1000.6048221548655
2/13/17,999.8766804684841
2/14/17,1001.199496729203
2/15/17,1012.3268016291594
2/16/17,1035.208119691904
2/17/17,1035.1995402103566
2/18/17,1056.637484615386
2/19/17,1052.7792948509853
2/20/17,1050.87071268161
2/21/17,1123.7875273511834
2/22/17,1123.2238622608834
2/23/17,1130.0090404601603
2/24/17,1174.8664813037938
2/25/17,1150.6065603866086
2/26/17,1150.370927550512
2/27/17,1190.751328688784
2/28/17,1187.5653550924314
3/1/17,1190.8899627144153
3/2/17,1259.4098591533802
3/3/17,1285.1407538191431
3/4/17,1287.000351993348
3/5/17,1270.9324763074167
3/6/17,1275.1966859634354
3/7/17,1279.5006476216972
3/8/17,1157.3923912059067
3/9/17,1192.4695158818806
3/10/17,1192.0894661592429
3/11/17,1179.1597069035545
3/12/17,1227.4938205392714
3/13/17,1227.680615890177
3/14/17,1245.3707991574502
3/15/17,1257.400585287095
3/16/17,1257.0002457147168
3/17/17,1091.171676647865
3/18/17,952.2316357883801
3/19/17,967.6904625235327
3/20/17,1049.0846332432438
3/21/17,1118.6293116090535
3/22/17,1113.0000098448488
3/23/17,1038.788432503212
3/24/17,941.9191500802808
3/25/17,927.9299471969696
3/26/17,956.7872041587077
3/27/17,1037.2284828207066
3/28/17,1041.0408752756857
3/29/17,1040.576015192248
3/30/17,1037.9040186306333
3/31/17,1034.7402356501955
4/1/17,1086.9304882837462
4/2/17,1099.1698504480541
4/3/17,1079.9902687175331
4/4/17,1141.6010502793247
4/5/17,1133.0795364125124
4/6/17,1133.530248192107
4/7/17,1190.45419689941
