Date,Value
9/11/16,621.6584439370246
9/12/16,609.6632239830427
9/13/16,610.9271403930815
9/14/16,608.8245905012867
9/15/16,610.3856867702739
9/16/16,609.1128865526281
9/17/16,607.048306056747
9/18/16,611.5845496378461
9/19/16,610.1973892444237
9/20/16,608.661087290522
9/21/16,598.8865268718051
9/22/16,597.4179412467241
9/23/16,594.0729554532263
9/24/16,603.8876905003959
9/25/16,601.7445307938987
9/26/16,598.9858056819916
9/27/16,605.9589411508682
9/28/16,605.6619633978246
9/29/16,603.8494794083973
9/30/16,609.3890871392891
10/1/16,614.81481161539
10/2/16,612.9776724118348
10/3/16,611.8592431474108
10/4/16,609.6174597429484
10/5/16,607.1784106367709
10/6/16,612.072823432122
10/7/16,617.2082128014039
10/8/16,614.7357586415166
10/9/16,615.6521327517747
10/10/16,617.5481980034452
10/11/16,614.7635707365655
10/12/16,635.01385165753
10/13/16,635.9609864896904
10/14/16,634.0109155484982
10/15/16,637.9360597627405
10/16/16,641.4199247810698
10/17/16,638.9603430050305
10/18/16,636.2809636885474
10/19/16,629.2507633911681
10/20/16,627.7282925430317
10/21/16,631.914190767425
10/22/16,655.476374182769
10/23/16,653.2532008610755
10/24/16,651.3863825934476
10/25/16,655.3105534891574
10/26/16,651.4548771774981
10/27/16,682.2203249898945
10/28/16,687.6714088159962
10/29/16,685.9133701668421
10/30/16,697.9939625934396
10/31/16,702.0087046124547
11/1/16,697.0179860513566
11/2/16,733.3216875841155
11/3/16,686.1683129376421
11/4/16,683.6806519591784
11/5/16,704.7976440816046
11/6/16,711.9906526299344
11/7/16,709.9573711521191
11/8/16,708.972718445634
11/9/16,720.9386487131546
11/10/16,721.508045539432
11/11/16,715.4424794509027
11/12/16,703.7007397635351
11/13/16,702.2788334439243
11/14/16,706.4635829079964
11/15/16,710.9165053216725
11/16/16,711.7309738685964
11/17/16,736.9693030962828
11/18/16,747.5146542005772
11/19/16,748.978713606202
11/20/16,729.0662426639684
11/21/16,738.5251133565687
11/22/16,736.9604180380869
11/23/16,741.6376620391507
11/24/16,737.4438729820552
11/25/16,735.6374861716298
11/26/16,733.6775229386989
11/27/16,727.9645467745413
11/28/16,727.3102273605953
11/29/16,732.7199045911887
11/30/16,742.6872519472362
12/1/16,742.0580590600188
12/2/16,772.4233940799921
12/3/16,764.3236298579994
12/4/16,762.9661707738923
12/5/16,754.6241025442542
12/6/16,756.6241704201934
12/7/16,758.9866587936915
12/8/16,769.712198817078
12/9/16,770.019517419316
12/10/16,769.076408517987
12/11/16,776.997685682401
12/12/16,777.0075670957683
12/13/16,777.9842369852103
12/14/16,774.8889811893604
12/15/16,776.7473868420896
12/16/16,775.8786268862998
12/17/16,788.7086373918823
12/18/16,788.409487236155
12/19/16,788.6702204781099
12/20/16,793.0826795416555
12/21/16,824.2173018650334
12/22/16,834.9699818319378
12/23/16,901.3110322113735
12/24/16,891.6050572895994
12/25/16,892.5961729904516
12/26/16,897.3248092808053
12/27/16,930.3761828940715
12/28/16,930.3454009959364
12/29/16,963.3874404352663
12/30/16,952.1500203045335
12/31/16,958.1298858001909
1/1/17,997.7228505321377
1/2/17,1015.9684759285467
1/3/17,1013.4230397113855
1/4/17,1126.7607788321739
1/5/17,994.6668061246394
1/6/17,999.6496844960543
1/7/17,896.8375805658591
1/8/17,908.1441217338796
1/9/17,910.4993139726853
1/10/17,906.0573696541028
1/11/17,785.2173615320726
1/12/17,780.9245694354661
1/13/17,826.2917974222445
1/14/17,817.9069728271953
1/15/17,819.545264317022
1/16/17,830.500591610459
1/17/17,903.837443000429
1/18/17,906.6070569570032
1/19/17,895.7918753805006
1/20/17,893.6157809388379
1/21/17,895.6379860922033
1/22/17,918.6004652821028
1/23/17,922.0792907135716
1/24/17,919.9617685944002
1/25/17,893.0518472534947
1/26/17,915.9652842521681
1/27/17,915.0400304588987
